"congress","chamber","icpsr","bioguide_id","member","party_name","screen_name","account_type","handle_type","state_abbrev","district_code"
116,"House",20508,"L000563","Dan Lipinski","democratic","DANLIPINSKI","campaign","screen_name","IL","03"
116,"House",21353,"J000295","David Joyce","republican","DAVEJOYCEOH14","campaign","screen_name","OH","14"
116,"House",21731,"K000392","David Kustoff","republican","DAVIDKUSTOFF","campaign","screen_name","TN","08"
116,"House",21529,"D000624","Debbie Dingell","democratic","DEBDINGELL","campaign","screen_name","MI","12"
116,"House",21916,"D000630","Antonio Delgado","democratic","DELGADOFORNY19","campaign","screen_name","NY","19"
116,"House",21368,"K000381","Derek Kilmer","democratic","DEREKKILMER","campaign","screen_name","WA","06"
116,"House",21736,"M001200","Donald McEachin","democratic","DONALD_MCEACHIN","campaign","screen_name","VA","04"
116,"House",21701,"B001298","Don Bacon","republican","DONJBACON","campaign","screen_name","NE","02"
116,"House",21926,"G000590","Mark Green","republican","DRMARKGREEN4TN","campaign","screen_name","TN","07"
116,"House",21174,"D000615","Jeff Duncan","republican","DUNCAN4CONGRESS","campaign","screen_name","SC","03"
116,"House",21935,"J000301","Dusty Johnson","republican","DUSTYJOHNSON","campaign","screen_name","SD","00"
116,"House",21941,"L000591","Elaine Luria","democratic","ELAINELURIAVA","campaign","screen_name","VA","02"
116,"House",20952,"C001078","Gerry Connolly","democratic","ELECTCONNOLLY","campaign","screen_name","VA","11"
116,"House",21965,"S001208","Elissa Slotkin","democratic","ELISSASLOTKIN","campaign","screen_name","MI","08"
116,"House",21182,"F000461","Bill Flores","republican","FLORES4CONGRESS","campaign","screen_name","TX","17"
116,"House",20329,"R000576","Dutch Ruppersberger","democratic","GODUTCHFORMD","campaign","screen_name","MD","02"
116,"House",21751,"G000584","Greg Gianforte","republican","GREGFORMONTANA","campaign","screen_name","MT","00"
116,"House",20946,"T000467","Glenn Thompson","republican","GT_TEAMGT","campaign","screen_name","PA","15"
116,"House",20537,"M001160","Gwen Moore","democratic","GWEN4CONGRESS","campaign","screen_name","WI","04"
116,"House",20519,"H001038","Brian Higgins","democratic","HIGGINS4WNY","campaign","screen_name","NY","26"
116,"House",21933,"H001083","Kendra Horn","democratic","HORNFORCONGRESS","campaign","screen_name","OK","05"
116,"House",21950,"O000173","Ilhan Omar","democratic","ILHAN","office","screen_name","MN","05"
116,"House",21187,"H001056","Jaime Herrera Beutler","republican","JAIMEFORUSREP","campaign","screen_name","WA","03"
116,"House",21983,"W000825","Jennifer Wexton","democratic","JENNIFERWEXTON","campaign","screen_name","VA","10"
116,"House",21702,"B001299","Jim Banks","republican","JIM_BANKS","campaign","screen_name","IN","03"
116,"House",21913,"C001122","Joe Cunningham","democratic","JOECUNNINGHAMSC","campaign","screen_name","SC","01"
116,"House",21959,"R000612","John Rose","republican","JOHNROSEFORTN","campaign","screen_name","TN","06"
116,"House",21723,"G000583","Josh Gottheimer","democratic","JOSHGOTTHEIMER","campaign","screen_name","NJ","05"
116,"House",21352,"B001281","Joyce Beatty","democratic","JOYCEBEATTY","campaign","screen_name","OH","03"
116,"House",20356,"C001051","John Carter","republican","JUDGEJOHNCARTER","campaign","screen_name","TX","31"
116,"House",20708,"C001066","Kathy Castor","democratic","KATHYCASTORFL","campaign","screen_name","FL","14"
116,"House",29769,"K000188","Ron Kind","democratic","KINDFORCONGRESS","campaign","screen_name","WI","03"
116,"House",20310,"S001156","Linda Sanchez","democratic","LINDATSANCHEZ","campaign","screen_name","CA","38"
116,"House",21919,"F000468","Lizzie Fletcher","democratic","LIZZIE4CONGRESS","campaign","screen_name","TX","07"
116,"House",20759,"S001176","Steve Scalise","republican","STEVESCALISEGOP","campaign","screen_name","LA","01"
116,"House",21745,"S001199","Lloyd Smucker","republican","LLOYDSMUCKERPA","campaign","screen_name","PA","11"
116,"House",20926,"L000569","Blaine Luetkemeyer","republican","LUETKEMEYERB","campaign","screen_name","MO","03"
116,"House",21365,"V000131","Mark Veasey","democratic","MARCVEASEY","campaign","screen_name","TX","33"
116,"House",20316,"D000600","Mario Diaz-Balart","republican","MARIODBCAMP","campaign","screen_name","FL","25"
116,"House",21312,"T000472","Mark Takano","democratic","MARKTAKANO","campaign","screen_name","CA","41"
116,"House",20530,"M001157","Michael McCaul","republican","MCCAULFORTEXAS","campaign","screen_name","TX","10"
116,"House",20522,"M001156","Patrick McHenry","republican","MCHENRYCAMPAIGN","campaign","screen_name","NC","10"
116,"House",21758,"C001115","Michael Cloud","republican","MICHAELJCLOUD","campaign","screen_name","TX","27"
116,"House",21720,"G000579","Mike Gallagher","republican","MIKEFORWI","campaign","screen_name","WI","08"
116,"House",20301,"R000575","Mike Rogers","republican","MIKEROGERSCAMP","campaign","screen_name","AL","03"
116,"House",21964,"S001207","Mikie Sherrill","democratic","MIKIESHERRILL","campaign","screen_name","NJ","11"
116,"House",21557,"M001195","Alex Mooney","republican","MOONEYFORWV","campaign","screen_name","WV","02"
116,"House",20934,"T000469","Paul Tonko","democratic","PAULTONKO","campaign","screen_name","NY","20"
116,"House",21726,"J000298","Pramila Jayapal","democratic","PRAMILAJAYAPAL","campaign","screen_name","WA","07"
116,"House",21753,"N000190","Ralph Norman","republican","RALPHNORMAN","campaign","screen_name","SC","05"
116,"House",21549,"R000601","John Ratcliffe","republican","RATCLIFFETX4","campaign","screen_name","TX","04"
116,"House",29378,"V000081","Nydia Velazquez","democratic","REELECTNYDIA","campaign","screen_name","NY","07"
116,"House",20529,"G000553","Al Green","democratic","REPALGREENTX","office","screen_name","TX","09"
116,"House",21759,"B001306","Troy Balderson","republican","REPBALDERSON","office","screen_name","OH","12"
116,"House",21953,"P000616","Dean Phillips","democratic","REPDEANPHILLIPS","office","screen_name","MN","03"
116,"House",21928,"H001080","Deb Haaland","democratic","REPDEBHAALAND","office","screen_name","NM","01"
116,"House",20119,"L000562","Stephen Lynch","democratic","REPLYNCH","campaign","screen_name","MA","08"
116,"House",20948,"O000168","Pete Olson","republican","REPPETEOLSON","office","screen_name","TX","22"
116,"House",20357,"B001250","Rob Bishop","republican","ROBBISHOPUT","campaign","screen_name","UT","01"
116,"House",21966,"S001209","Abigail Spanberger","democratic","SPANBERGERVA07","campaign","screen_name","VA","07"
116,"House",21140,"K000375","Bill Keating","democratic","WILLIAMKEATING","campaign","screen_name","MA","09"
116,"House",21904,"B001308","Anthony Brindisi","democratic","ABRINDISINY","campaign","screen_name","NY","22"
116,"House",21358,"C001090","Matt Cartwright","democratic","CARTWRIGHTPA","campaign","screen_name","PA","08"
116,"House",20356,"C001051","John Carter","republican","JUDGECARTER","office","screen_name","TX","31"
116,"House",29550,"C000266","Steve Chabot","republican","STEVECHABOT","campaign","screen_name","OH","01"
116,"House",21974,"T000480","William Timmons","republican","REPTIMMONS","office","screen_name","SC","04"
116,"House",21309,"C001097","Tony Cardenas","democratic","TCARDENAS","campaign","screen_name","CA","29"
116,"House",21970,"S001213","Bryan Steil","republican","BRYANSTEIL","campaign","screen_name","WI","01"
116,"House",21985,"K000395","Fred Keller","republican","REPFREDKELLER","office","screen_name","PA","12"
116,"House",21925,"G000589","Lance Gooden","republican","LANCEGOODEN","campaign","screen_name","TX","05"
116,"House",21918,"F000467","Abby Finkenauer","democratic","REPFINKENAUER","office","screen_name","IA","01"
116,"House",21946,"M001205","Carol Miller","republican","REPCAROLMILLER","office","screen_name","WV","03"
116,"House",20322,"C001055","Ed Case","democratic","REPEDCASE","office","screen_name","HI","01"
116,"House",21936,"J000302","John Joyce","republican","REPJOHNJOYCE","office","screen_name","PA","13"
116,"House",21944,"M001208","Lucy McBath","democratic","REPLUCYMCBATH","office","screen_name","GA","06"
116,"House",21921,"G000586","Chuy Garcia","democratic","REPCHUYGARCIA","office","screen_name","IL","04"
116,"House",21933,"H001083","Kendra Horn","democratic","REPKENDRAHORN","office","screen_name","OK","05"
116,"House",21906,"C001117","Sean Casten","democratic","REPCASTEN","office","screen_name","IL","06"
116,"House",21757,"L000589","Debbie Lesko","republican","REPDLESKO","office","screen_name","AZ","08"
116,"House",21983,"W000825","Jennifer Wexton","democratic","REPWEXTON","office","screen_name","VA","10"
116,"House",21758,"C001115","Michael Cloud","republican","REPCLOUDTX","office","screen_name","TX","27"
116,"House",21924,"G000588","Anthony Gonzalez","republican","REPAGONZALEZ","office","screen_name","OH","16"
116,"House",21761,"M001206","Joseph Morelle","democratic","REPJOEMORELLE","office","screen_name","NY","25"
116,"House",21951,"P000614","Chris Pappas","democratic","REPCHRISPAPPAS","office","screen_name","NH","01"
116,"House",21932,"H001087","Katie Hill","democratic","REPKATIEHILL","office","screen_name","CA","25"
116,"House",21763,"W000826","Susan Wild","democratic","REPSUSANWILD","office","screen_name","PA","07"
116,"House",21908,"C001118","Ben Cline","republican","REPBENCLINE","office","screen_name","VA","06"
116,"House",21973,"T000479","Van Taylor","republican","REPVANTAYLOR","office","screen_name","TX","03"
116,"House",21970,"S001213","Bryan Steil","republican","REPBRYANSTEIL","office","screen_name","WI","01"
116,"House",21969,"S001212","Pete Stauber","republican","REPPETESTAUBER","office","screen_name","MN","08"
116,"House",21972,"S001215","Haley Stevens","democratic","REPHALEYSTEVENS","office","screen_name","MI","11"
116,"House",21965,"S001208","Elissa Slotkin","democratic","REPSLOTKIN","office","screen_name","MI","08"
116,"House",21958,"R000613","Max Rose","democratic","REPMAXROSE","office","screen_name","NY","11"
116,"House",21948,"N000191","Joe Neguse","democratic","REPJOENEGUSE","office","screen_name","CO","02"
116,"House",21937,"K000394","Andy Kim","democratic","REPANDYKIMNJ","office","screen_name","NJ","03"
116,"House",21975,"T000481","Rashida Tlaib","democratic","REPRASHIDA","office","screen_name","MI","13"
116,"House",21977,"T000482","Lori Trahan","democratic","REPLORITRAHAN","office","screen_name","MA","03"
116,"House",21913,"C001122","Joe Cunningham","democratic","REPCUNNINGHAM","office","screen_name","SC","01"
116,"House",21940,"L000592","Andy Levin","democratic","REPANDYLEVIN","office","screen_name","MI","09"
116,"House",21941,"L000591","Elaine Luria","democratic","REPELAINELURIA","office","screen_name","VA","02"
116,"House",21962,"S001216","Kim Schrier","democratic","REPKIMSCHRIER","office","screen_name","WA","08"
116,"House",21916,"D000630","Antonio Delgado","democratic","REPDELGADO","office","screen_name","NY","19"
116,"House",21901,"A000377","Kelly Armstrong","republican","REPARMSTRONGND","office","screen_name","ND","00"
116,"House",21979,"U000040","Lauren Underwood","democratic","REPUNDERWOOD","office","screen_name","IL","14"
116,"House",21978,"T000483","David Trone","democratic","REPDAVIDTRONE","office","screen_name","MD","06"
116,"House",21955,"P000617","Ayanna Pressley","democratic","REPPRESSLEY","office","screen_name","MA","07"
116,"House",21976,"T000484","Xochitl Torres Small","democratic","REPTORRESSMALL","office","screen_name","NM","02"
116,"House",21930,"H001090","Josh Harder","democratic","REPJOSHHARDER","office","screen_name","CA","10"
116,"House",21902,"A000378","Cindy Axne","democratic","REPCINDYAXNE","office","screen_name","IA","03"
116,"House",21968,"S001211","Greg Stanton","democratic","REPGREGSTANTON","office","screen_name","AZ","09"
116,"House",21911,"C001120","Dan Crenshaw","republican","REPDANCRENSHAW","office","screen_name","TX","02"
116,"House",21904,"B001308","Anthony Brindisi","democratic","REPBRINDISI","office","screen_name","NY","22"
116,"House",21963,"S001206","Donna Shalala","democratic","DONNASHALALA","campaign","screen_name","FL","27"
116,"House",21738,"M001202","Stephanie Murphy","democratic","SMURPHYCONGRESS","campaign","screen_name","FL","07"
116,"House",21734,"M001198","Roger Marshall","republican","REPMARSHALL","office","screen_name","KS","01"
116,"House",21740,"P000613","Jimmy Panetta","democratic","REPJIMMYPANETTA","office","screen_name","CA","20"
116,"House",21717,"F000465","Drew Ferguson","republican","REPDREWFERGUSON","office","screen_name","GA","03"
116,"House",21739,"O000171","Tom O'Halleran","democratic","REPOHALLERAN","office","screen_name","AZ","01"
116,"House",21737,"M001201","Paul Mitchell","republican","REPPAULMITCHELL","office","screen_name","MI","10"
116,"House",21725,"H001074","Trey Hollingsworth","republican","REPTREY","office","screen_name","IN","09"
116,"House",21730,"K000391","Raja Krishnamoorthi","democratic","CONGRESSMANRAJA","office","screen_name","IL","08"
116,"House",21723,"G000583","Josh Gottheimer","democratic","REPJOSHG","office","screen_name","NJ","05"
116,"House",21714,"D000628","Neal Dunn","republican","DRNEALDUNNFL2","office","screen_name","FL","02"
116,"House",21711,"C001110","Lou Correa","democratic","REPLOUCORREA","office","screen_name","CA","46"
116,"House",21712,"C001111","Charlie Crist","democratic","REPCHARLIECRIST","office","screen_name","FL","13"
116,"House",21702,"B001299","Jim Banks","republican","REPJIMBANKS","office","screen_name","IN","03"
116,"House",21709,"C001112","Salud Carbajal","democratic","REPCARBAJAL","office","screen_name","CA","24"
116,"House",21700,"A000375","Jodey Arrington","republican","REPARRINGTON","office","screen_name","TX","19"
116,"House",21718,"F000466","Brian Fitzpatrick","republican","REPBRIANFITZ","office","screen_name","PA","01"
116,"House",21747,"S001201","Thomas Suozzi","democratic","REPTOMSUOZZI","office","screen_name","NY","03"
116,"House",21703,"B001300","Nanette Barragan","democratic","REPBARRAGAN","office","screen_name","CA","44"
116,"House",21715,"E000297","Adriano Espaillat","democratic","REPESPAILLAT","office","screen_name","NY","13"
116,"House",21732,"L000586","Al Lawson","democratic","REPALLAWSONJR","office","screen_name","FL","05"
116,"House",21722,"G000581","Vicente Gonzalez","democratic","REPGONZALEZ","office","screen_name","TX","15"
116,"House",21719,"G000578","Matt Gaetz","republican","REPMATTGAETZ","office","screen_name","FL","01"
116,"House",21707,"B001304","Anthony G. Brown","democratic","REPANTHONYBROWN","office","screen_name","MD","04"
116,"House",21744,"R000609","John Rutherford","republican","REPRUTHERFORDFL","office","screen_name","FL","04"
116,"House",21724,"H001077","Clay Higgins","republican","REPCLAYHIGGINS","office","screen_name","LA","03"
116,"House",21750,"E000298","Ron Estes","republican","REPRONESTES","office","screen_name","KS","04"
116,"House",21103,"G000565","Paul Gosar","republican","DRPAULGOSAR","campaign","screen_name","AZ","04"
116,"House",21979,"U000040","Lauren Underwood","democratic","LAURENUNDERWOOD","campaign","screen_name","IL","14"
116,"House",21753,"N000190","Ralph Norman","republican","REPRALPHNORMAN","office","screen_name","SC","05"
116,"House",21952,"P000615","Greg Pence","republican","GREGPENCEIN","campaign","screen_name","IN","06"
116,"House",21977,"T000482","Lori Trahan","democratic","LORITRAHANMA","campaign","screen_name","MA","03"
116,"House",21980,"V000133","Jeff Van Drew","democratic","VANDREWFORNJ","campaign","screen_name","NJ","02"
116,"House",91980,"V000133","Jeff Van Drew","republican","VANDREWFORNJ","campaign","screen_name","NJ","02"
116,"House",21914,"D000629","Sharice Davids","democratic","SHARICEDAVIDS","campaign","screen_name","KS","03"
116,"House",20916,"G000558","Brett Guthrie","republican","REPGUTHRIE","office","screen_name","KY","02"
116,"House",21376,"B001289","Bradley Byrne","republican","REPBYRNE","office","screen_name","AL","01"
116,"House",21375,"C001101","Katherine Clark","democratic","REPKCLARK","office","screen_name","MA","05"
116,"House",21754,"G000585","Jimmy Gomez","democratic","REPJIMMYGOMEZ","office","screen_name","CA","34"
116,"House",21122,"W000810","Rob Woodall","republican","REPROBWOODALL","office","screen_name","GA","07"
116,"House",29337,"H000324","Alcee Hastings","democratic","REPHASTINGSFL","office","screen_name","FL","20"
116,"House",21739,"O000171","Tom O'Halleran","democratic","TOMOHALLERAN","campaign","screen_name","AZ","01"
116,"House",21526,"M001194","John Moolenaar","republican","REPMOOLENAAR","office","screen_name","MI","04"
116,"House",21921,"G000586","Chuy Garcia","democratic","CHUYFORCONGRESS","campaign","screen_name","IL","04"
116,"House",21500,"P000609","Gary Palmer","republican","USREPGARYPALMER","office","screen_name","AL","06"
116,"House",21530,"L000581","Brenda Lawrence","democratic","REPLAWRENCE","office","screen_name","MI","14"
116,"House",21531,"E000294","Tom Emmer","republican","REPTOMEMMER","office","screen_name","MN","06"
116,"House",21545,"A000370","Alma Adams","democratic","REPADAMS","office","screen_name","NC","12"
116,"House",21556,"N000189","Dan Newhouse","republican","REPNEWHOUSE","office","screen_name","WA","04"
116,"House",21503,"H001072","French Hill","republican","REPFRENCHHILL","office","screen_name","AR","02"
116,"House",21554,"B001292","Don Beyer","democratic","REPDONBEYER","office","screen_name","VA","08"
116,"House",21522,"A000374","Ralph Abraham","republican","REPABRAHAM","office","screen_name","LA","05"
116,"House",21516,"A000372","Rick W. Allen","republican","REPRICKALLEN","office","screen_name","GA","12"
116,"House",21519,"B001295","Mike Bost","republican","REPBOST","office","screen_name","IL","12"
116,"House",21502,"G000574","Ruben Gallego","democratic","REPRUBENGALLEGO","office","screen_name","AZ","07"
116,"House",21504,"D000623","Mark DeSaulnier","democratic","REPDESAULNIER","office","screen_name","CA","11"
116,"House",21538,"W000822","Bonnie Watson Coleman","democratic","REPBONNIE","office","screen_name","NJ","12"
116,"House",21540,"R000602","Kathleen Rice","democratic","REPKATHLEENRICE","office","screen_name","NY","04"
116,"House",21514,"H001071","Jody Hice","republican","CONGRESSMANHICE","office","screen_name","GA","10"
116,"House",21506,"A000371","Pete Aguilar","democratic","REPPETEAGUILAR","office","screen_name","CA","31"
116,"House",21507,"L000582","Ted Lieu","democratic","REPTEDLIEU","office","screen_name","CA","33"
116,"House",29106,"W000187","Maxine Waters","democratic","MAXINEWATERS","campaign","screen_name","CA","43"
116,"House",21735,"M001199","Brian Mast","republican","BRIANMASTFL","campaign","screen_name","FL","18"
116,"House",21561,"K000388","Trent Kelly","republican","REPTRENTKELLY","office","screen_name","MS","01"
116,"House",21725,"H001074","Trey Hollingsworth","republican","VOTEFORTREY","campaign","screen_name","IN","09"
116,"House",21706,"B001303","Lisa Blunt Rochester","democratic","LISABROCHESTER","campaign","screen_name","DE","00"
116,"House",21956,"R000610","Guy Reschenthaler","republican","GRESCHENTHALER","office","screen_name","PA","14"
116,"House",21742,"R000607","Francis Rooney","republican","FRANCISROONEY","campaign","screen_name","FL","19"
116,"House",21727,"J000299","Mike Johnson","republican","MIKEJOHNSON","campaign","screen_name","LA","04"
116,"House",29903,"N000179","Grace Napolitano","democratic","GRACE4CONGRESS","campaign","screen_name","CA","32"
116,"House",21304,"B001287","Ami Bera","democratic","REPBERA","office","screen_name","CA","07"
116,"House",21139,"H001052","Andy Harris","republican","REPANDYHARRISMD","office","screen_name","MD","01"
116,"House",31102,"M001184","Thomas Massie","republican","REPTHOMASMASSIE","office","screen_name","KY","04"
116,"House",21328,"D000619","Rodney Davis","republican","RODNEYDAVIS","office","screen_name","IL","13"
116,"House",20508,"L000563","Dan Lipinski","democratic","REPLIPINSKI","office","screen_name","IL","03"
116,"House",21312,"T000472","Mark Takano","democratic","REPMARKTAKANO","office","screen_name","CA","41"
116,"House",21342,"M001188","Grace Meng","democratic","REPGRACEMENG","office","screen_name","NY","06"
116,"House",21313,"L000579","Alan Lowenthal","democratic","REPLOWENTHAL","office","screen_name","CA","47"
116,"House",21360,"W000814","Randy Weber","republican","TXRANDY14","office","screen_name","TX","14"
116,"House",21359,"R000597","Tom Rice","republican","REPTOMRICE","office","screen_name","SC","07"
116,"House",21340,"K000382","Annie Kuster","democratic","REPANNIEKUSTER","office","screen_name","NH","02"
116,"House",21355,"M001190","Markwayne Mullin","republican","REPMULLIN","office","screen_name","OK","02"
116,"House",21324,"G000571","Tulsi Gabbard","democratic","TULSIPRESS","office","screen_name","HI","02"
116,"House",21369,"H001064","Denny Heck","democratic","REPDENNYHECK","office","screen_name","WA","10"
116,"House",21302,"L000578","Doug LaMalfa","republican","REPLAMALFA","office","screen_name","CA","01"
116,"House",21326,"S001190","Brad Schneider","democratic","REPSCHNEIDER","office","screen_name","IL","10"
116,"House",21367,"S001192","Chris Stewart","republican","REPCHRISSTEWART","office","screen_name","UT","02"
116,"House",21331,"B001284","Susan Brooks","republican","SUSANWBROOKS","office","screen_name","IN","05"
116,"House",21365,"V000131","Mark Veasey","democratic","REPVEASEY","office","screen_name","TX","33"
116,"House",21321,"F000462","Lois Frankel","democratic","REPLOISFRANKEL","office","screen_name","FL","21"
116,"House",20749,"F000454","Bill Foster","democratic","REPBILLFOSTER","office","screen_name","IL","11"
116,"House",21333,"B001282","Andy Barr","republican","REPANDYBARR","office","screen_name","KY","06"
116,"House",21329,"B001286","Cheri Bustos","democratic","REPCHERI","office","screen_name","IL","17"
116,"House",21315,"P000608","Scott Peters","democratic","REPSCOTTPETERS","office","screen_name","CA","52"
116,"House",31103,"P000604","Donald Payne Jr","democratic","REPDONALDPAYNE","office","screen_name","NJ","10"
116,"House",20759,"S001176","Steve Scalise","republican","STEVESCALISE","office","screen_name","LA","01"
116,"House",21734,"M001198","Roger Marshall","republican","ROGERMARSHALLMD","campaign","screen_name","KS","01"
116,"House",21314,"V000130","Juan Vargas","democratic","REPJUANVARGAS","office","screen_name","CA","51"
116,"House",21918,"F000467","Abby Finkenauer","democratic","ABBY4IOWA","campaign","screen_name","IA","01"
116,"House",20750,"W000800","Peter Welch","democratic","PETERWELCH","office","screen_name","VT","00"
116,"House",21150,"L000576","Billy Long","republican","USREPLONG","office","screen_name","MO","07"
116,"House",21948,"N000191","Joe Neguse","democratic","JOENEGUSE","campaign","screen_name","CO","02"
116,"House",21373,"S001195","Jason Smith","republican","REPJASONSMITH","office","screen_name","MO","08"
116,"House",21746,"S001200","Darren Soto","democratic","DARRENSOTO","campaign","screen_name","FL","09"
116,"House",21930,"H001090","Josh Harder","democratic","JOSHHARDER","campaign","screen_name","CA","10"
116,"House",21513,"C001103","Buddy Carter","republican","BUDDY_CARTER","campaign","screen_name","GA","01"
116,"House",21148,"P000601","Steven Palazzo","republican","CONGPALAZZO","office","screen_name","MS","04"
116,"House",29901,"T000460","Mike Thompson","democratic","REPTHOMPSON","office","screen_name","CA","05"
116,"House",29346,"R000515","Bobby Rush","democratic","REPBOBBYRUSH","office","screen_name","IL","01"
116,"House",20119,"L000562","Stephen Lynch","democratic","REPSTEPHENLYNCH","office","screen_name","MA","08"
116,"House",29910,"S001148","Mike Simpson","republican","MIKESIMPSON4ID","campaign","screen_name","ID","02"
116,"House",21321,"F000462","Lois Frankel","democratic","LOISFRANKEL","campaign","screen_name","FL","21"
116,"House",20724,"S001168","John Sarbanes","democratic","REPSARBANES","office","screen_name","MD","03"
116,"House",21306,"S001193","Eric Swalwell","democratic","ERICSWALWELL","campaign","screen_name","CA","15"
116,"House",20723,"Y000062","John Yarmuth","democratic","REPJOHNYARMUTH","office","screen_name","KY","03"
116,"House",20702,"M001166","Jerry McNerney","democratic","REPMCNERNEY","office","screen_name","CA","09"
116,"House",21754,"G000585","Jimmy Gomez","democratic","JIMMYGOMEZCA","campaign","screen_name","CA","34"
116,"House",21196,"A000369","Mark Amodei","republican","MARKAMODEINV2","office","screen_name","NV","02"
116,"House",21311,"R000599","Raul Ruiz","democratic","DR_RAULRUIZ","campaign","screen_name","CA","36"
116,"House",20340,"B001251","G.K. Butterfield","democratic","GKBUTTERFIELD","office","screen_name","NC","01"
116,"House",15616,"N000015","Richard Neal","democratic","REPRICHARDNEAL","office","screen_name","MA","01"
116,"House",21172,"C001084","David Cicilline","democratic","REPCICILLINE","office","screen_name","RI","01"
116,"House",29317,"R000486","Lucille Roybal-Allard","democratic","REPROYBALALLARD","office","screen_name","CA","40"
116,"House",29707,"S000344","Brad Sherman","democratic","BRADSHERMAN4SFV","campaign","screen_name","CA","30"
116,"House",20122,"M001143","Betty McCollum","democratic","BETTYMCCOLLUM04","office","screen_name","MN","04"
116,"House",21351,"W000815","Brad Wenstrup","republican","REPBRADWENSTRUP","office","screen_name","OH","02"
116,"House",21741,"R000606","Jamie Raskin","democratic","JAMIE_RASKIN","campaign","screen_name","MD","08"
116,"House",21198,"B001278","Suzanne Bonamici","democratic","REPBONAMICI","office","screen_name","OR","01"
116,"House",15029,"K000009","Marcy Kaptur","democratic","REPMARCYKAPTUR","office","screen_name","OH","09"
116,"House",20147,"C001049","Lacy Clay","democratic","LACYCLAYMO1","campaign","screen_name","MO","01"
116,"House",21515,"L000583","Barry Loudermilk","republican","STANDWITHBARRY","campaign","screen_name","GA","11"
116,"House",21759,"B001306","Troy Balderson","republican","TROY_BALDERSON","campaign","screen_name","OH","12"
116,"House",21954,"P000618","Katie Porter","democratic","KATIEPORTEROC","campaign","screen_name","CA","45"
116,"House",21358,"C001090","Matt Cartwright","democratic","REPCARTWRIGHT","office","screen_name","PA","08"
116,"House",21950,"O000173","Ilhan Omar","democratic","ILHANMN","campaign","screen_name","MN","05"
116,"House",29717,"D000096","Danny K. Davis","democratic","REPDANNYDAVIS","office","screen_name","IL","07"
116,"House",21544,"R000603","David Rouzer","republican","REPDAVIDROUZER","office","screen_name","NC","07"
116,"House",14657,"S000244","Jim Sensenbrenner","republican","JIMPRESSOFFICE","office","screen_name","WI","05"
116,"House",21167,"K000376","Mike Kelly","republican","MIKEKELLYPA","office","screen_name","PA","16"
116,"House",39301,"C000537","Jim Clyburn","democratic","WHIPCLYBURN","office","screen_name","SC","06"
116,"House",20962,"G000560","Tom Graves","republican","REPTOMGRAVES","office","screen_name","GA","14"
116,"House",15124,"V000108","Pete Visclosky","democratic","REPVISCLOSKY","office","screen_name","IN","01"
116,"House",21943,"M001209","Ben McAdams","democratic","REPBENMCADAMS","office","screen_name","UT","04"
116,"House",20757,"C001072","Andre Carson","democratic","REPANDRECARSON","office","screen_name","IN","07"
116,"House",21163,"S001187","Steve Stivers","republican","REPSTEVESTIVERS","office","screen_name","OH","15"
116,"House",21968,"S001211","Greg Stanton","democratic","GREGSTANTONAZ","campaign","screen_name","AZ","09"
116,"House",15612,"L000480","Nita Lowey","democratic","NITALOWEY","office","screen_name","NY","17"
116,"House",21105,"S001183","David Schweikert","republican","REPDAVID","office","screen_name","AZ","06"
116,"House",21548,"B001296","Brendan Boyle","democratic","REPBRENDANBOYLE","campaign","screen_name","PA","02"
116,"House",21140,"K000375","Bill Keating","democratic","USREPKEATING","office","screen_name","MA","09"
116,"House",21143,"A000367","Justin Amash","republican","JUSTINAMASH","office","screen_name","MI","03"
116,"House",91143,"A000367","Justin Amash","independent","JUSTINAMASH","office","screen_name","MI","03"
116,"House",21118,"W000808","Frederica Wilson","democratic","REPWILSON","office","screen_name","FL","24"
116,"House",21108,"W000809","Steve Womack","republican","REP_STEVEWOMACK","office","screen_name","AR","03"
116,"House",21132,"B001275","Larry Bucshon","republican","REPLARRYBUCSHON","office","screen_name","IN","08"
116,"House",21178,"F000459","Chuck Fleischmann","republican","REPCHUCK","office","screen_name","TN","03"
116,"House",21508,"T000474","Norma Torres","democratic","NORMAJTORRES","office","screen_name","CA","35"
116,"House",21193,"B001274","Mo Brooks","republican","REPMOBROOKS","office","screen_name","AL","05"
116,"House",29550,"C000266","Steve Chabot","republican","REPSTEVECHABOT","office","screen_name","OH","01"
116,"House",20725,"W000798","Tim Walberg","republican","REPWALBERG","office","screen_name","MI","07"
116,"House",21174,"D000615","Jeff Duncan","republican","REPJEFFDUNCAN","office","screen_name","SC","03"
116,"House",21188,"M001180","David McKinley","republican","REPMCKINLEY","office","screen_name","WV","01"
116,"House",20733,"C001067","Yvette Clarke","democratic","REPYVETTECLARKE","office","screen_name","NY","09"
116,"House",29393,"L000491","Frank Lucas","republican","REPFRANKLUCAS","office","screen_name","OK","03"
116,"House",21187,"H001056","Jaime Herrera Beutler","republican","HERRERABEUTLER","office","screen_name","WA","03"
116,"House",21525,"M001196","Seth Moulton","democratic","SETHMOULTON","campaign","screen_name","MA","06"
116,"House",29778,"L000551","Barbara Lee","democratic","REPBARBARALEE","office","screen_name","CA","13"
116,"House",29339,"B000490","Sanford Bishop","democratic","SANFORDBISHOP","office","screen_name","GA","02"
116,"House",21101,"R000585","Tom Reed","republican","REPTOMREED","office","screen_name","NY","23"
